Review,Rating
"Купил 4 апреля прошлого года за 17к . Телефоном крайне, категорически доволен. Один из лучших (если не лучший) гаджетов в моем послужном списке. Практически полностью заменил ПК, великолепный смарт для игр, видео, фото, музыки.P.S. Советую приобрести чехол QuickWindow, очень удобная и функциональная вещь.",5
"Отличный аппарат, до этого был LG G 32GB. Быстрый, без тормозов, иногда опережает сам себя (кто пользовался тот поймет), запаса яркости дисплея хватает с лихвой, 100% не использовал даже в солнечный день. Камера снимает отлично, разве что долго фокусируется в отличие от айфона. Отличная фишка что при входящем звонке не происходит отмена всего, а он просто вылазит уведомлением сверху, если телефон занят другими приложениями. Оригинальный чехол от ЛЫЖИ поразил удобством разблокировки и просмотра через окно времени, погоды и плеера. В целом очень позитивное впечатление! Наконец то LG выходит в лидеры не отставая от Самсунга. Так держать!",5
"После покупки лучше сразу обновить аппарат до последней версии андроида, т.к. на 4.4.2 пофиксили двойной тап для пробуждения и проблем с его использованием не возникает.Если будете покупать фирменный чехол, то лучше наклеить пленку на экран потому что, есть отзывы пользователей о том, что окошко царапает экран.",5
"Я очень доволен телефоном и рекомендую его. Брал вместе с другом за 20 тыс. каждый. Не Росттест, не Евротест, а ЕАС.",4
"Аппарат классный. Спрыгнул на него с пятого Айфона. Очень высокое качество исполнения, сделано в Корее, а не в Китае. За два месяца использования ни одного глюка.Пришлось отдать жене, т.к. ее телефон я сломал. Себе купил Lg g3s, так вот теперь такое ощущение, что пересел с оригинала на китайскую подделку. Жаль, что G2 больше не производят, за свои деньги (я покупал в ноябре за 16000) лучше не найдете.",5
"Купил его,так какдавно хотел,присмотрелся,вроде,все устраивает,даже время работы... купил и начались проблемы...Заряд батареи на первых порах таял,но,после перестал. Перепрошил на киткат,не понравилось,решил вернуть 4.2.2. Доигрался.перестал работать. Отнес в сервис.в этот же день исправили,но  на киткат. А я и не заметил ВАЖНЕЙШЕЙ ВЕЩИ!!!! Память. У меня смарт на 32г. Даже в настройках так указано, но, когда место стало заканчиваться,я посмотрел и оказалось,что мне выделено всего 8гигабайт! Позвонил в их поддержку.сказали сбрасывайте к заводским,если не поможет-в сервис.в сервисе сказали,часто минимум 2недели.сказал,что приду позже. Пока смирился с этим,но!!! Посчастливилось случайно сравнить фотографии с ipad mini 1 поколения. Его 5мп камера РАЗОРВАЛА 13МП как тузик грелку. Не шучу. Расстояние до объекта-15 метров. Качество у ipada hd, у моей full hd. Детализация у ipad ничуть не хуже, да и фотографировал быстрее. Даже  galaxy s3 в темноте фотографирует моментально без вспышки, а этому надо секунды 4. Обидно. Просто обидно. Не хотелось самсунг, не хотелось айфон... решил сравнить с ipod touch 4, который прилино загружен и не так быстр. Результат меня убил. Фронтальнвя камера на lg -2.1мп, у ipod-0.3..... плавность картинки на айподе говорила сама за себя. Я дергал этим плеером как мог, а картинка не размывалась, в отличие от lg и оставалась плавной, да еще и сочнее, а когда сфотографировал, то качество и детализация одинаковые!!!!!  Это меня убило. Случай с памятью единичный. Возможно,у вас такого не будет, камера-решайте сами. Оболочка в очень очень очень редких случаях тормозит, а все программы идут, но!! ГТА похоже не адаптировано под этот экран, потому что кнопки очень мелкие и находились посередине. В некоторых играх кнопки и текст очень мелкие. Full hd... что сказать... после возьму 6й iphone. Просто по-человечески обидно -хотел одно, а получил как всегда...",2
"Полазил по интернету - оказывается, это проблема известная и даже писали, что в LG про нее знают, но ничего поделать не могут. Я не отношусь к тем, кто меняет телефоны через год-полтора, но меня реально почти не слышно и телефон придется менять. Экран, процессор, камера, батарея - все это меня устраивает более чем, но без выполнения своей основной функции - телефона все это не особо нужно.Менял сим карту, сбрасывал настройки, ставил различные прошивки - ничего не помогает. При этом запись с микрофона (в режиме диктофона)  не громкая, но  вполне внятная. Раньше, правда, была громче. Еще заметил, что и звонок стал тише, не знаю почему (собеседников слышно отлично).Я не понимаю, что там может портиться в плане звука - ведь больше года все было отлично. Да и диктофон пишет. Телефон не падал, не попадал в воду или под дождь. Выглядит, как новый, даже пресловутого желтого пятна нет (пока, во всяком разе). Наверное, потому, что в сильно нагружающие процессор игры не играю. Нести в сервис? Читал, что за замену микрофонв в фирменном сервис-центре взяли 3000, но это не помогло и предложили заменить плату за 10тыс. Да за 3 тыс можно взять телефон, по которому можно звонить и разговаривать без проблем.Особенно напрягает в этом плане позиция LG - если проблема есть и она известная, напишите как ее решить. Имхо, гробовое молчание означает, что с такой компанией лучше не связываться. Пока хожу с телефоном за 500р (брал по акции, на всякий случай с симкой Теле2)  - ничего в нем нет, но говорить по нему можно без проблем.",3
"Единственный минус данного смартфона это звук, за что ему твердая 4-ка. Если бы ему вставили 2 хороших динамика, тога бы получился полноценный смартфон без недостатков.К разговорному динамику и микрофону претензий нет. Я отлично слышу собеседника и меня хорошо слышат по ту сторону линии (за что спасибо хорошему шумодаву)P.S. С чехлом (бампером) от Spigen вообще конфеткой становится.",5
"Телефончик отличный, советую брать в белом цвете.",5
"Я старался быть объективным. Это мой первый LG после трёх Samsung. Первый и судя по всему не последний, хотя ранее всерьёз LG не воспринимал. LG G2 отличная модель! Я поставил 4 звезды из пяти из-за неудовлетворённости комплектацией, а именно отсутствием наушников. Не стал брать Samsung Galaxy S5 из-за крайне неадекватной цены 29 900 руб и убогий дизайн задней крышки. При такой цене никаких весомых преимуществ перед LG G2 нет. Мало того, летом ожидается LG G3 и судя по предварительным данным это будет шикарный смартфон. Надеюсь, LG сохранит адекватность ценовой политики. Samsung в этом плане меня разочаровал, я отрекаюсь от него. Не стал относить к недостаткам несъёмный аккумулятор, т.к. установленный аккумулятор даёт 3 дня работы при хорошей нагрузке.Не принимайте всерьёз здешние крайне негативные отзывы. Это пишут неадекватные люди! Недостатки этой модели незначительны, а вот достоинств очень много! ФИРМЕННЫЙ ЧЕХОЛ-КНИЖКА -  Модель LG CCF-240G (чёрный). Очень эстетичный. Задняя часть полностью повторяет дизайн и структуру пластика его задней крышки, но главное, спереди на откидной крышке есть окошко. Вы закрываете крышку, а телефон распознаёт этот вырез и у Вас получается мини дисплей при закрытом чехле. На него выводится вся необходимая информация типо смс, вызовы, оповещения, часы, можно отвечать на звонки на открывая крышку, НО он царапает дисплей! Царапает не сама рамка окошка, которая на самом деле из пластика, а не металл, а царапины появляется, когда между дисплеем и рамкой окошка попадает хотя бы микроскопическая песчинка. Царапины ровно по контуру окошка. НЕ СОВЕТУЮ брать его.",4
"Добротный телефон, стоимость его тысяч на 10 ниже, чем у последнего яблока, что сглаживает недостатки. Если б у него камера снимала так же классно, то он бы всех конкурентов вышиб",5
"В феврале 2014 года купил этот аппарат! до него было много и разных! этим доволен по самое нихочу! Пользуюсь телефоном постоянно! Всегда работает интернет, иногда навигатор, иногда залезу в какую-нибудь игрушку, переговоров очень много... заряда хватает на день 100%,  у меня ( 11.00 утра - 02.00 ночи ) тем кому не хватает на день, я удивляюсь!!! Да, я разгонял батарею, это единственное что! По функционалу есть все что нужно! не тормозит, работает четко и без сбоев! В общем я очень доволен этим телефоном!... при том что покупал Евротест! Советую всем кто ищет, быстрый, надежный, с хорошей батареей аппарат!",5
Смартфон - умный телефон.  LG G2 - умнейший смартфон.  Покупайте не пожалеете!,5
"Телефон очень понравился. Работает шустро. Всегда относился к лыжам в предвзятостью, но знакомый попросил посмотреть его телефон(там вирус оказался) я его поносил пару дней, он мне очень понравился. Решил взять такой же. Очень порадовало то как LG сделали интерфейс, а так же технологии встроенные в телефон(в частности кнок-он). До этого пользовался HTC Sensation XE, размер экрана чуток по больше, но не настолько, что прям не удобно.",5
"Пользуюсь больше полугода, очень достойный телефон. Покупал евро версию, никаких проблем с ней не возникло. Батарея держит очень долго, неудобств с зарядкой не возникло. Использую его для игр, интернета, музыки, чтения книг, тонна различных приложений для удобства жизни: телефон стал бесценным помощником. Использую его c кейсом Spigen Slim Armor Metal Slate, очень рекомендую, телефон падал на асфальт с метра и с экраном ничего не случилось. За все время экран не поцарапался, хотя использовался без чехла. С таким размером экрана можно и задуматься о целесообразности покупки планшета. Гарнитура в комплекте хорошая, менять не собираюсь. Телефон очень производителен и удобен, думаю еще долго останется актуальным. Если денег хватает - покупайте )UPDATE: Прошел год, все также без нареканий. Чудо аппарат!",5
"Выбирал между samsung galaxy note 3 и LG G2. По характеристикам почти одинаковые смартфоны, но разница в ценах меня удивила (думал что с LG G2 какой то подвох). И вот я взял с собой 35000 рублей и пошол в магазин, мне дали покрутить эти два смартфона в руках (мне понравились оба). Но в LG мне больше понравились камера, габариты, звук, качество сборки,  расположение кнопок, дизайн и цена смартфона. И я понял (зачем переплачивать 10000 рублей за s pen, бОльшую диагональ, всякие датчики и ненужные приложения). Я выбрал G2 и ни сколько не жалею. Пришлось докупить наушники и фирменный чехол. В этом смартфоне есть всё что нужно:отличная камера, видео получается очень плавное со скоростью 60 кадров секунду + звук записывается так что не отличить от реального, фото получаютя детализированными с отличной цветопередачей, так же есть всякие примочки, например: визуальные эффекты (увеличивающие глаза, нос, рот, уменьшающие рот, глаза и сжимающие всё лицо) (в свободное время корчу лицо перед веб камерой и ржу от души). Ещё есть хороший и удобный проигрыватель, встроенный видеоредактор, отличная галерея в которой всё удобно расположено, в видеопроигрывателе можно замедлять, ускорять и зумировать видео. Мощный процессор не даёт зависать даже тяжёлым играм, таким как real racing 3, aspfalt 8. Хорошо ловит wifi и 3g. Порадовала настройка программных клавиш. Ещё порадовала новость о обновлении андроид до 4.4 kit kat, (в Корее уже обновились) в этом году должна уже обновиться и Россия.",5
"за год завис 2 раза, лечился перезагрузкой. А так отличный аппарат",5
В целом аппарат не плохой ну так как я выбирал аппарат по критериям Звука и камеры то огорчился в нем(,3
"Вообще аппарат радует. Тормозов никаких. Экран чёткий. Камера вышка. Радует быстродействие.  Все тяжелые игры на максимальных летают. Ну и должен про разблокировку сказать - отлично. Бывает, что разрабатывает с первого раза двойной тап. Кнопки громкости удобны и не думайте даже по поводу них.. Вроде всё)и еще вопрос у меня у одного не подходят наушники от других телефонов. ну музыку воспроизводит исправно стоит чуть шевельнуть у гнезда и отходит..",5
"Телефон вчера подарили, очень понравился, НО если бы аккумулятор держал дольше и была ба карта памяти - цены бы ему не было! Также хочу сказать, у меня такая проблема: скачиваю игры с маркета, все нормально, а потом пишет ошибка 491, перезагружаю  - все нормально. и так уже 3 раза пришлось перезагружать. не-хо-ро-шо! Исправьте это.",4
"Брал евротест за 18500 чёрный 32 гига. В комплекте наушники LG quadbeat 2 с гарнитурой нормального качества(сравнивал с sennheiser CX 300ii). Сборка на отлично. Курьер из магазина(Андрей) показал как пользоваться ,,купольной панорамой,, в камере-никогда бы не подумал что в такое возможно в телефоне!            Вообще телефон вызывает восторженные впечатления, особенно при переходе с HTC Wildfire S",5
"решил купить lg g2, тк привык к старому LG но там очень слабая батарея, пять лет пользовал lg optimus one, ронял его милион раз и ничего, а этот и двух дней не попользовал, после первого же падения треснул экран. Вобщем это не телефон, его можно использовать только как планшет двумя руками и бережно хранить в надежном месте.",1
"Купил немногим более 15 рублей и остался очень доволен соотношением цена качество;1) самсунги дороже 2)айфоны тоже дороговасты да и экран маловатый у них 3) hts тоже проиграл в цене и в камере, так что выбор пал на него и нисколечко об этом не жалею. Если считаете каждый вложенный рубль, берите думаю не огорчит тем более цена на него падает. Берите Евротест в нём есть радио и наушники в отличии от Ростеста, но зато вилка евроразьём. Я купил переходник для зарядки за 100 руб. Да и дешевле Евротест. Удачного выбора!",5
"Нужен был хороший камерофон, и этот lg себя прекрасно показал, до того был galaxy s3, разница весьма чувствительная, фото иногда поражают. Однако размер подводит, не удобно тянуться в дальние концы экрана, часто пока дотянешься нажмешь меню управления.Но после самсунга это все мелочи, пользоваться удовольствие.",5
"Очень долго выберала хотела айфон ,но муж мне подарил это чудо lg g2 сначало даже расстроилась,включила тел.и...любовь спервого взгляда ребят это супер тел.большое внимание камере :оптическая стабилизация даже у нового гелакси s5этого нет.дизайн выполнен стильно,главное не как у всех,задняя кнопка меня впечатляет оч удобно правда.это лучший флагман даже новому гелакси 5 не уступает.не тупит вообще летает,у меня белый 32 хватает за глаза,корейцы молодцы.всем советую не пожалеете",5
"Аппарат шикарен, но в бочке мёда есть ложка дёгтя!Возникла проблема после покупки, посторонний шум в наушниках даже при навигации в меню. В техподдержке LG сказали, что это косяк Android 4.4.2 для этой модели и они трудятся над новой версией с устранением данной особенности. Посоветовали приобрести наушники с сопротивлением 16 Ом, на них вродебы нет шума.Мой совет всем кто планирует купить данный смартфон и использовать вместо музыкального плеера хорошо подумайте, так как компания LG не признала это браком, деньги за него вам не вернут, и не обменяют на новый. Остаётся только ждать обновления и надеется, что они исправят свою ошибку.В моих глазах компания LG упала ниже плинтуса, больше никогда не буду брать их смартфоны!",2
"Телефон использую как ""звонилку"", органайзер, мультимедиа и навигатор,реже как камеру. Так как имею чехол и родную плёнку качество,материал корпуса меня не интересует,а скрипов нет.Камерой надо уметь пользоваться при грамотных настройках,а не тупо использовать ""авто"",да и не требовать от ""объектива"" и матрицы телефона качества бюджетных ""зеркалок"". Возможности органайзера бесконечны,те кто использует на полную его ""фишки"" меня поймёт.Ну и собственно безграничные возможности управления: звонки,контакты,чёрные списки,  смс спам,вкладки на раб.столе,удобные клавиши на крышке,тап,кнок код,гостевой режим,сокрытие альбомов галереи,цветной индикатор звонков и уведомлений,ответ на вызов с поднесением к уху,умный экран (при взгляде на него он не гаснет), наконец-то появился русский синтезатор речи (но голос пока отвратительный).В итоге в G2  ""из коробки"" почти всё оптимизировано для удобства и эксплуатации пользователем. Для тех,кто совершает огромное количество звонков в день, и вышеперечисленных факторов-достойный выбор.",5
"Пользуюсь уже почти год!Читал пред. отзыв про GPS, у моего такая же тема. В начале уж было разочаровался, так как пользуюсь навигатором, потом понял что нужно подождать немного, а далее все ОК!Съемка видео в темное время суток хуже чем у 4го самсунга.У моей жены самсунг просто, и как-то вместе мы снимали огонь ночью, и моя лыжа тут уступила...Но за то,  за год эксплуатации у меня он не тормозит и не лагает, приложений установлено куча, память почти вся забита, антивирусы никакие не ставил и не советую, все последние игры отлично тянет,  вот на самсунге моей жены выглядет все иначе....! ""кнок код"" конечно просто супер, берешь другой тел в руки и начинаешь с привычки его разблокировать прикосновением пальца на экран))))но не тут то было....)))Короче говоря, аппарат даже очень стоит своих денег!5s айфон я не юзал, но 5ый просто айфон, даже рядом не стоит!!! А и зарядку держит отлично!!! Хватает на день, с учетом того, что я его из рук вообще не выпускаю!!!! Ни съемная батарея, ни флешка, вообще не напрягают!Разработчикам так держать!!!!",5
"Держит заряд минимум 2 сутки.  Остается еще 15 %. Экран 5.2 дюйма,  а по размерам телефон как 5 дюймовый самс с4. Все летает и жаловаться неначто.  Ни секунды не пожалел что купил.",5
купил пару дней назад у меня до этого был нексус 5 так там со связью нет никаких проблем в отличии от этого смарта. И деньги то за телефон не вернут( что теперь делать даже не знаю,2
"На мой взгляд телефон интересен будет тем, кому нужен экран 5"" и более. Работает плавно, корпус монолитен без люфтов. Камера практически идеал, особенно если доработают драйвер. Нет механической клавиши ""домой"" и это плюс, к примеру у галактик при нажатии клавиши домой, экран реагирует через 0,8-1 сек. что несколько раздражает при постоянном использовании (скорее всего андройд уже не подразумевает механических кнопок меню). Сенсорные клавиши меню удобней чем у конкурентов. т.к. стрелка назад находится слева,  правше, что бы нажать не нужно сдвигать телефон и изгибать большой палец, достаточно просто дотянутся до кнопки, но в чем главный плюс, так это в том,что последовательность сенсорных кнопок можно менять.Тут напечатано много плюсов о телефоне, по этому я скажу больше о минусах. Дизайн и пластик. Телефон по форме напоминает первые галактики, только растянутый. Пластик, маркий и легко царапается. В итоге с чехлом толщина корпуса более 1 см. При выборе советую сравнить 4 галактику и g2. Возьмити в руки эти два телефона и вы поймете, что хоть дизайн галактики не ахти, но всё же у самсунга есть какой то намек на дизайн.Нет наушников, если бы был хороший качественный корпус я бы понял, а так задаюсь вопросом почему LG  5 долларов было жалко на наушники? Батарея хоршая но не испытывайте иллюзий т.к. экран комфортен при просмотре на яркости 90% (сейчас будет зима, сойдет и 50%, но ips дисплеи слепятся солнцем и весной 90% будет актуально). Да есть датчик освещения, но он так же ест энергию на свою работу как и экран, по этому аккумулятора будет хватать на 1,5 дня максимум.",4
"Если вы хотите себе флагман с хорошей начинкой который будет выполнять любые задачи без всяких глюков,если вы хотите аппарат с хорошей камерой,и экраном(считаю этот экран лучшим из всех что видел.),аппарат ,который будет удобно сидеть в руке,то этот гаджет вам подойдет и вы будете им довольны!Самый сбалансированный смартфон из соотношения цена-качество-начинка.Советую всем!",5
"Пользуюсь около месяца,пока все устраивает.в руке лежит удобно,яркость экрана отличная,пусть кто то и говорит что фейс примитивен,но его стоит брать, железо супер ! И цена оправдывает себя. Не завышена.",5
"Пользуюсь пару месяцев. За свои деньги (брал евротест за 15 тысяч), считаю, телефон удачный. Держал бы сеть получше - цены бы ему не было. Камера несколько разочаровала после хвалебных отзывов о ней в обзорах. Впрочем, сравнить могу только с нормальными фотиками (у меня sony rx100), мб по сравнению с другими смартфонами она и выигрывает.",4
"в общем еще до покупки я влюбилась в этот телефон, искала именно красного цвета с лте и 32 гб памяти. чтож я его нашла и очень довольна этим телефоном. До этого был iPhone 4S, с большой радостью перешла на LG потому что айфоны стали скучными и пресными. В LG есть все что нужно. Телефон бомба. Кнопки громкости сзади очень удобны(хоть были по началу и непривычны) отличный ОГРОМНЫЙ экран. Не тормозит и не лагает (практически), очень удобно использовать как пульт от телевизора(вечная проблема решена) удобно лежит на руке. Корпус не скрипит, в наушниках звук просто супер. С покупки прошло 2 месяца а я с каждым днем открываю для себя в нем все больше и больше нового.",5
"приходится продолжать пользоваться, т.к. жалко потраченных 19990 руб. При возможности подарю кому-нибудь и куплю другую модель.з.ы. Была бы антенна хорошая - вопросов бы не было.",3
"Купил чехол-накладку Nillkin (черная, в инете предлагали за 1600!! я купил тоже самое + пленку за 320р! поройтесь и найдете) и забыл про проблему скользкой задней крышки, Звук достаточно громкий, чтобы услышать его в кармане, вибра тоже настойчивая), тел суперский, я несказанно рад, брал за 17500 на гарбушке.",5
"Телефон в сравнении с предыдущим LG L7 небо и земля, работает быстро, четко, без тормозов. Рекомендую к приобретению! Update: Прошло несколько месяцев с момента покупки, фирменный чехол за 1800 пошла трещина по пластику и он сломался, выкинул его и решил протереть след от окошечка на дисплее! Дак вот это не грязь!!! - это ЦАРАПИНЫ от металлической окоемки! Теперь у меня фирменное процарапанное окошечко на дисплее от LG!    **** НЕ ПОКУПАЙТЕ ЧЕХЛЫ С ОКОШКАМИ*** Дисплей начал прыгать, сегодня сделал Хард Ресет, сижу проверяю (((Update2: Заменил дисплей по гарантии из-за царапин от чехла. Обновился андроид до версии 4.4.2Update3: Сдал телефон по гарантии в магазин обратно. Деньги уже вернули.",2
"Отличный аппарат! Пользуюсь LG G2 6й месяц. Андроид 4.4. 5.2"" уместили в габариты 5.0"" того же S4. При воспроизведении FLAC-музыки --- в ""ушах"" звук потрясный! Если использовать 2/3G+WiFi -- батареи хватает на 2 дня. Если включаешь 4G -- выжигает батарейку за 1 день. Но удовольствие от скорости доступа в Интернет компенсирует эту печаль. Кстати, на 4G греется весьма сильно. Интерфейс андроид - абсолютно без лагов. MicroSD нафиг не надо, столько облаков кругом, а для самого необходимого встроенной памяти хватает. Сборка отличная, люфтов нет. Выглядит аккуратно. Лейбл LG, правда, могли бы и не лепить на морде. В целом... Аппарат строго рекомендуется к использованию!",5
"Пользуюсь я им уже больше 2 лет и всех серьезных косяков выявился только микрофон,да и все. Очень доволен оказался телефоном,и из всех что были до этого,этот оказался самым удачным выбором. За все это время я поменял только аккамулятор,но это была моя прихоть а не косяк смартфона. И совет,если меняете аккамулятор то после замены сразу же,при мастере проверяете через специальные проги (не помню уж как называется) какой аккамулятор вам поставили и какой объем. Потому что могут вместо 3000 mA поставить 2000mA.",5
"Вполне хорошая модель за свои деньги. Для рядового использования пойдет.Для энергоемких приложений - не очень.",4
"Очень сбалансированный и мощный телефон. Сравнивал с   LG G3 коллеги и удивился что G2 работает быстрее. После установки мода на камеру я получил от телефона все что можно... кроме одного - стилуса не хватает, любил рисовать на ноуте стилусом.",5
"Пользовался им на IFA, тепрь от заменил мне HTC One. Работать с этим девайсом действительно приятно из-за его огромного экрана, умещенного в небольшой корпус. Рамки действительно минимальные. Хотя надпись LG могли бы убрать и на обратную сторону. Батарейку держит 2 дня ( еще бы при  3000mAH). Есть действительно полезные фишки в управлении ( например пробуждение двойным постукиванием и тд), в отличии опять таки от других компаний. Вроде обещали быстрое обновление до android 4.3, что тоже радует. В клавишах управления на задней части телефона есть плюсы в удобстве, но и минусы в приличном нагреве в этом месте. Но в целом компания LG делает шаг вперед с выпуском данного смартфона. Скорее всего она в скором времени сможет конкурировать с Samsung. В целях маркетинга LG также запустила акцию по обмену вашего старого телефона на LG G2 абсолютно бесплатно. goo.gl/oQOAuK Это показатель того, LG рассчитывает на Российский рынок. В общем да целом телефон получился достойный и пока не имеет явных конкурентов.",5
"Купила смартфон совсем недавно, пока расстаться с ним не могу. Искала долгоиграющий мощный гаджет, и в LG G2 нашла всё, что нужно. Можно смотреть фильмы, общаться в соц сетях не щурясь, чтобы разобрать буквы. Как музыкальный проигрыватель тоже прекрасный, со стереозвуком.",5
В целом телефоном доволен,4
"Определённо лучший на рынке! Некоторые пишут, что аппарат скользкий, но если приодеть на него чехольчик,  то все будет нормуль)",5
Купили смартфон к моему дню рождения - раньше делал выбор между гэлэкси 4 и сони экспериа Z1 но потом увидел обзор где ещё был и этот LG G2. досмотрев видео решил что остановлю выбор на нём. Пользуюсь им почти неделю - телефон ведёт себя очень шустро стойкий аккумулятор хотя за сутки вполне можно разрядить но меня это вполне устраивает. Прекрасно взаимодействует с видеофайлами любого формата. Отлично работает с беспроводной гарнитурой. Очень понравилась функция пробуждения двойным стуком и автоматическое принятие звонка при поднесении к уху. В целом скажу что телефон отличный и хотя сони экспериа похожий - не повод покупать его только из за водостойкости,5
"В принципе аппарат близок к идеалу, но все портят лаги!",4
"Мне смартфон очень понравился. Отлично лежит в руке, хорошие тактильные ощущения. Впечатляющая скорость работы. Звук динамика неплохой, через наушники отличный. Фотик в солнечный день делает прекрасные снимки. Производительность на высоте. Достойный флагман от LG",5
